0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
BAR|BAR|||Baker Aaf|Baker Aaf|Áåéêåð-Àéëåíä, øò. Àëÿñêà|Áåéêåð-Àéëåíä, øò. Àëÿñêà|Baker Island|Baker Island|ÑØÀ|ÑØÀ|0.21666666666667|0.21666666666667|-176.51666666667|-176.51666666667
BAS|BAS|Áàëàëå|Áàëàëå|Balalae|Balalae|Áàëàëå|Áàëàëå|Balalae|Balalae|Ñîëîìîíîâû îñòðîâà|Ñîëîìîíîâû îñòðîâà|-6.990556|-6.990556|155.885833|155.885833
BAT|BAT|||Airport Chafei Amsei|Airport Chafei Amsei|||Barretos|Barretos|Áðàçèëèÿ|Áðàçèëèÿ|-20.584547|-20.584547|-48.594086|-48.594086
BAU|BAU|||Bauru|Bauru|||Bauru|Bauru|Áðàçèëèÿ|Áðàçèëèÿ|-22.345042|-22.345042|-49.053800|-49.053800
BAV|BAV|Áàîòîó|Áàîòîó|Baotou|Baotou|Áàîòîó|Áàîòîó|Baotou|Baotou|Êèòàé|Êèòàé|40.559999|40.559999|109.996944|109.996944
BAW|BAW|Áèàâîíêå|Áèàâîíêå|Biawonque|Biawonque|Áèàâîíêå|Áèàâîíêå|Biawonque|Biawonque|Ãàáîí|Ãàáîí|-0.867|-0.867|9.283|9.283
BAX|BAX|Áàðíàóë|Áàðíàóë|Barnaul|Barnaul|Áàðíàóë|Áàðíàóë|Barnaul|Barnaul|Ðîññèÿ|Ðîññèÿ|53.363775|53.363775|83.538533|83.538533
BAY|BAY|Áàéÿ Ìàðå|Áàéÿ Ìàðå|Baia Mare|Baia Mare|Áàéÿ Ìàðå|Áàéÿ Ìàðå|Baia Mare|Baia Mare|Ðóìûíèÿ|Ðóìûíèÿ|47.658389|47.658389|23.470022|23.470022
BAZ|BAZ|||Barbelos|Barbelos|||Barbelos|Barbelos|Áðàçèëèÿ|Áðàçèëèÿ|-0.981292|-0.981292|-62.919644|-62.919644
BBA|BBA|||Teniente Vidal|Teniente Vidal|Áàëìàñåäà|Áàëìàñåäà|Balmaceda|Balmaceda|×èëè|×èëè|-45.916058|-45.916058|-71.689475|-71.689475
BBB|BBB|||Municipal|Municipal|||Benson|Benson|ÑØÀ|ÑØÀ|45.331917|45.331917|-95.650583|-95.650583
BBC|BBC|Áýé Ñèòè|Áýé Ñèòè|Bay City|Bay City|Áýé Ñèòè|Áýé Ñèòè|Bay City|Bay City|ÑØÀ|ÑØÀ|28.973250|28.973250|-95.863444|-95.863444
BBD|BBD|||Curtis Field|Curtis Field|||Brady|Brady|ÑØÀ|ÑØÀ|31.179278|31.179278|-99.323917|-99.323917
BBE|BBE|||Big Bell|Big Bell|||Big Bell|Big Bell|Àâñòðàëèÿ|Àâñòðàëèÿ|-27.416666666667|-27.416666666667|117.66666666667|117.66666666667
BBF|BBF|||Burlington|Burlington|||Burlington|Burlington|ÑØÀ|ÑØÀ|42.5|42.5|-71.183333333333|-71.183333333333
BBG|BBG|Áóòàðèòàðè|Áóòàðèòàðè|Butaritari|Butaritari|Áóòàðèòàðè|Áóòàðèòàðè|Butaritari|Butaritari|Êèðèáàòè|Êèðèáàòè|3.085833|3.085833|172.811111|172.811111
BBH|BBH|Áàðò|Áàðò|Barth|Barth|Áàðò|Áàðò|Barth|Barth|Ãåðìàíèÿ|Ãåðìàíèÿ|54.337540|54.337540|12.699705|12.699705
BBI|BBI|Áõóáàíåñâàð|Áõóáàíåñâàð|Bhubaneswar|Bhubaneswar|Áõóáàíåñâàð|Áõóáàíåñâàð|Bhubaneswar|Bhubaneswar|Èíäèÿ|Èíäèÿ|20.244364|20.244364|85.817781|85.817781
BBJ|BBJ|||Bitburg Air Base|Bitburg Air Base|Áèòáóðã|Áèòáóðã|Bitburg|Bitburg|Ãåðìàíèÿ|Ãåðìàíèÿ|49.945333|49.945333|6.565000|6.565000
BBK|BBK|Êàñàíå|Êàñàíå|Kasane|Kasane|Êàñàíå|Êàñàíå|Kasane|Kasane|Áîòñâàíà|Áîòñâàíà|-17.832875|-17.832875|25.162400|25.162400
BBL|BBL|Áàáîëñàð|Áàáîëñàð|Babolsar|Babolsar|Áàáîëñàð|Áàáîëñàð|Babolsar|Babolsar|Èðàí|Èðàí|36.650|36.650|52.667|52.667
BBM|BBM|Áàòòàìáàíã|Áàòòàìáàíã|Battambang|Battambang|Áàòòàìáàíã|Áàòòàìáàíã|Battambang|Battambang|Êàìáîäæà|Êàìáîäæà|13.095564|13.095564|103.224408|103.224408
BBN|BBN|||Bario|Bario|||Bario|Bario|Ìàëàéçèÿ|Ìàëàéçèÿ|3.736944|3.736944|115.469444|115.469444
BBO|BBO|Áåðáåðà|Áåðáåðà|Berbera|Berbera|Áåðáåðà|Áåðáåðà|Berbera|Berbera|Ýôèîïèÿ|Ýôèîïèÿ|10.389167|10.389167|44.941106|44.941106
BBP|BBP|||Bembridge|Bembridge|||Bembridge|Bembridge|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|50.677778|50.677778|-1.109444|-1.109444
BBQ|BBQ|||Barbuda|Barbuda|||Barbuda|Barbuda|Àíòèãóà è Áàðáóäà|Àíòèãóà è Áàðáóäà|17.635833|17.635833|-61.826944|-61.826944
BBR|BBR|||Baillif|Baillif|||Basse Terre|Basse Terre|Ãâàäåëóïà|Ãâàäåëóïà|16.013333|16.013333|-61.742222|-61.742222
BBS|BBS|||Blackbushe|Blackbushe|||Yateley|Yateley|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|51.323889|51.323889|-0.847500|-0.847500
BBT|BBT|Áåðáåðàòè|Áåðáåðàòè|Berberati|Berberati|Áåðáåðàòè|Áåðáåðàòè|Berberati|Berberati|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|4.221583|4.221583|15.786369|15.786369
BBU|BBU|||Baneasa|Baneasa|Áóõàðåñò|Áóõàðåñò|Bucharest|Bucharest|Ðóìûíèÿ|Ðóìûíèÿ|44.503194|44.503194|26.102111|26.102111
BBV|BBV|||Hkg|Hkg|||Bereby|Bereby|Êîò ä&#039;Èâóàð|Êîò ä&#039;Èâóàð|4.633|4.633|-6.917|-6.917
BBW|BBW|||Broken Bow|Broken Bow|||Broken Bow|Broken Bow|ÑØÀ|ÑØÀ|41.436451|41.436451|-99.642169|-99.642169
BBX|BBX|||Wings Field|Wings Field|||Blue Bell|Blue Bell|ÑØÀ|ÑØÀ|40.137556|40.137556|-75.265139|-75.265139
BBY|BBY|Áàìáàðè|Áàìáàðè|Bambari|Bambari|Áàìáàðè|Áàìáàðè|Bambari|Bambari|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|5.846944|5.846944|20.647500|20.647500
BBZ|BBZ|Çàìáåçè|Çàìáåçè|Zambezi|Zambezi|Çàìáåçè|Çàìáåçè|Zambezi|Zambezi|Çàìáèÿ|Çàìáèÿ|-13.537222|-13.537222|23.108333|23.108333
BCA|BCA|Áàðàêîà|Áàðàêîà|Baracoa|Baracoa|Áàðàêîà|Áàðàêîà|Baracoa|Baracoa|Êóáà|Êóáà|20.365317|20.365317|-74.506206|-74.506206
BCB|BCB|||Virginia Tech|Virginia Tech|||Blacksburg|Blacksburg|ÑØÀ|ÑØÀ|37.207639|37.207639|-80.407833|-80.407833
BCC|BCC|||Bear Creek|Bear Creek|||Bear Creek|Bear Creek|ÑØÀ|ÑØÀ|63.571609|63.571609|-156.144051|-156.144051
BCD|BCD|Áàêîëîä|Áàêîëîä|Bacolod|Bacolod|Áàêîëîä|Áàêîëîä|Bacolod|Bacolod|Ôèëèïïèíû|Ôèëèïïèíû|10.642511|10.642511|122.929617|122.929617
BCE|BCE|||Bryce|Bryce|||Bryce|Bryce|ÑØÀ|ÑØÀ|37.706444|37.706444|-112.145806|-112.145806
BCF|BCF|Áóêà|Áóêà|Bouca|Bouca|Áóêà|Áóêà|Bouca|Bouca|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|6.517|6.517|18.267|18.267
BCG|BCG|Áåìè÷è|Áåìè÷è|Bemichi|Bemichi|Áåìè÷è|Áåìè÷è|Bemichi|Bemichi|Ãàéàíà|Ãàéàíà|7.700|7.700|-59.167|-59.167
BCH|BCH|||Cakung International|Cakung International|Áàóêàó|Áàóêàó|Baucau|Baucau|Âîñòî÷íûé Òèìîð|Âîñòî÷íûé Òèìîð|-8.485472|-8.485472|126.399333|126.399333
BCI|BCI|||Barcaldine|Barcaldine|||Barcaldine|Barcaldine|Àâñòðàëèÿ|Àâñòðàëèÿ|-23.565278|-23.565278|145.306667|145.306667
BCJ|BCJ|||Baca Grande|Baca Grande|||Baca Grande|Baca Grande|ÑØÀ|ÑØÀ|37.966666666667|37.966666666667|-105.76666666667|-105.76666666667
BCK|BCK|||Bolwarra|Bolwarra|||Bolwarra|Bolwarra|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.387500|-17.387500|144.168889|144.168889
BCL|BCL|Áàððà-Êîëîðàäî|Áàððà-Êîëîðàäî|Barra Colorado|Barra Colorado|Áàððà-Êîëîðàäî|Áàððà-Êîëîðàäî|Barra Colorado|Barra Colorado|Êîñòà-Ðèêà|Êîñòà-Ðèêà|10.767|10.767|-83.583|-83.583
BCM|BCM|Áàêàó|Áàêàó|Bacau|Bacau|Áàêýó|Áàêýó|Bacau|Bacau|Ðóìûíèÿ|Ðóìûíèÿ|46.521944|46.521944|26.910278|26.910278
BCN|BCN|||El Prat De Llobregat|El Prat De Llobregat|Áàðñåëîíà|Áàðñåëîíà|Barcelona|Barcelona|Èñïàíèÿ|Èñïàíèÿ|41.297078|41.297078|2.078463|2.078463
BCO|BCO|||Jinka|Jinka|||Jinka|Jinka|Ýôèîïèÿ|Ýôèîïèÿ|5.783|5.783|36.550|36.550
BCP|BCP|||Bambu|Bambu|||Bambu|Bambu|Ýôèîïèÿ|Ýôèîïèÿ|-5.867|-5.867|146.483|146.483
BCQ|BCQ|Âåéë-Èãë, øò. Êîëîðàäî|Âåéë-Èãë, øò. Êîëîðàäî|Brack|Brack|Âåéë-Èãë, øò. Êîëîðàäî|Âåéë-Èãë, øò. Êîëîðàäî|Brack|Brack|Íàìèáèÿ|Íàìèáèÿ|27.653|27.653|14.272|14.272
BCR|BCR|||Boca Do Acre|Boca Do Acre|||Boca Do Acre|Boca Do Acre|Áðàçèëèÿ|Áðàçèëèÿ|-8.834561|-8.834561|-67.312403|-67.312403
BCS|BCS|||Southern Seaplane|Southern Seaplane|||Belle Chasse|Belle Chasse|ÑØÀ|ÑØÀ|29.866039|29.866039|-90.022293|-90.022293
BCT|BCT|||Public|Public|Áîêà Ðàòîí|Áîêà Ðàòîí|Boca Raton|Boca Raton|ÑØÀ|ÑØÀ|26.378500|26.378500|-80.107694|-80.107694
BCU|BCU|Áàó÷è|Áàó÷è|Bauchi|Bauchi|Áàó÷è|Áàó÷è|Bauchi|Bauchi|Íèãåðèÿ|Íèãåðèÿ|10.294444|10.294444|9.816667|9.816667
BCV|BCV|||Belmopan|Belmopan|||Belmopan|Belmopan|Áåëèç|Áåëèç|61.416083|61.416083|-149.508306|-149.508306
BCW|BCW|||Benguera Island|Benguera Island|||Benguera Island|Benguera Island|Ìîçàìáèê|Ìîçàìáèê|-21.853056|-21.853056|35.438333|35.438333
BCX|BCX|Áåëîðåöê|Áåëîðåöê|Beloreck|Beloreck|Áåëîðåöê|Áåëîðåöê|Beloreck|Beloreck|Ðîññèÿ|Ðîññèÿ|53.938056|53.938056|58.340000|58.340000
BCY|BCY|Áóëü÷è|Áóëü÷è|Bulchi|Bulchi|Áóëü÷è|Áóëü÷è|Bulchi|Bulchi|Ýôèîïèÿ|Ýôèîïèÿ|6.217|6.217|36.667|36.667
BCZ|BCZ|||Bickerton Island|Bickerton Island|||Bickerton Island|Bickerton Island|Àâñòðàëèÿ|Àâñòðàëèÿ|-13.781944|-13.781944|136.201944|136.201944
BDA|BDA|||Kindley Field|Kindley Field|||Bermuda|Bermuda|Áåðìóäñêèå îñòðîâà|Áåðìóäñêèå îñòðîâà|32.364041|32.364041|-64.678703|-64.678703
BDB|BDB|Áàíäàáåðã|Áàíäàáåðã|Bundaberg|Bundaberg|Áàíäàáåðã|Áàíäàáåðã|Bundaberg|Bundaberg|Àâñòðàëèÿ|Àâñòðàëèÿ|-24.903889|-24.903889|152.318611|152.318611
BDC|BDC|||Barra Do Corda|Barra Do Corda|||Barra Do Corda|Barra Do Corda|Áðàçèëèÿ|Áðàçèëèÿ|-5.500269|-5.500269|-45.242222|-45.242222
BDD|BDD|||Badu Island|Badu Island|||Badu Island|Badu Island|Àâñòðàëèÿ|Àâñòðàëèÿ|-10.150000|-10.150000|142.174167|142.174167
BDE|BDE|||Baudette|Baudette|||Baudette|Baudette|ÑØÀ|ÑØÀ|48.728444|48.728444|-94.612222|-94.612222
BDF|BDF|||Rinkenberger|Rinkenberger|||Bradford|Bradford|ÑØÀ|ÑØÀ|41.230871|41.230871|-89.615652|-89.615652
BDG|BDG|||Blanding|Blanding|||Blanding|Blanding|ÑØÀ|ÑØÀ|37.583337|37.583337|-109.483289|-109.483289
BDH|BDH|Áàíäàð-Ëåíãå|Áàíäàð-Ëåíãå|Bandar Lengeh|Bandar Lengeh|Áàíäàð-Ëåíãå|Áàíäàð-Ëåíãå|Bandar Lengeh|Bandar Lengeh|Èðàí|Èðàí|26.532000|26.532000|54.824847|54.824847
BDI|BDI|Áåðä-Àéëåíä|Áåðä-Àéëåíä|Bird Island|Bird Island|Áåðä-Àéëåíä|Áåðä-Àéëåíä|Bird Island|Bird Island|Ñåéøåëüñêèå î-âà|Ñåéøåëüñêèå î-âà|-3.724722|-3.724722|55.205278|55.205278
BDJ|BDJ|||Sjamsudin Noor|Sjamsudin Noor|Áàíäæàðìàñèí|Áàíäæàðìàñèí|Banjarmasin|Banjarmasin|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.442356|-3.442356|114.762553|114.762553
BDK|BDK|||Bondoukou|Bondoukou|||Bondoukou|Bondoukou|Êîò ä&#039;Èâóàð|Êîò ä&#039;Èâóàð|8.017222|8.017222|-2.761944|-2.761944
BDL|BDL|||Bradley International|Bradley International|||Windsor Locks|Windsor Locks|ÑØÀ|ÑØÀ|41.938889|41.938889|-72.683222|-72.683222
BDM|BDM|Áàíäèðìà|Áàíäèðìà|Bandirma|Bandirma|Áàíäèðìà|Áàíäèðìà|Bandirma|Bandirma|Òóðöèÿ|Òóðöèÿ|40.317972|40.317972|27.977694|27.977694
BDN|BDN|||Talhar|Talhar|Áàäèí|Áàäèí|Badin|Badin|Ïàêèñòàí|Ïàêèñòàí|24.841519|24.841519|68.838408|68.838408
BDO|BDO|||Husein Sastranegara|Husein Sastranegara|Áàíäóíã|Áàíäóíã|Bandung|Bandung|Èíäîíåçèÿ|Èíäîíåçèÿ|-6.900625|-6.900625|107.576294|107.576294
BDP|BDP|Áõàäðàïóð|Áõàäðàïóð|Bhadrapur|Bhadrapur|Áõàäðàïóð|Áõàäðàïóð|Bhadrapur|Bhadrapur|Íåïàë|Íåïàë|26.570278|26.570278|88.075833|88.075833
BDQ|BDQ|||Vadodara|Vadodara|||Vadodara|Vadodara|Èíäèÿ|Èíäèÿ|22.336164|22.336164|73.226289|73.226289
BDR|BDR|||Igor I. Sikorsky Mem.|Igor I. Sikorsky Mem.|||Bridgeport|Bridgeport|ÑØÀ|ÑØÀ|41.163472|41.163472|-73.126167|-73.126167
BDS|BDS|||Papola Casale|Papola Casale|Áðèíäèñè|Áðèíäèñè|Brindisi|Brindisi|Èòàëèÿ|Èòàëèÿ|40.657633|40.657633|17.947033|17.947033
BDT|BDT|||Kisangani|Kisangani|Ãáàäîëèòå|Ãáàäîëèòå|Gbadolite|Gbadolite|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|4.253206|4.253206|20.975283|20.975283
BDU|BDU|Áîðäóôîñ|Áîðäóôîñ|Bardufoss|Bardufoss|Áîðäóôîñ|Áîðäóôîñ|Bardufoss|Bardufoss|Íîðâåãèÿ|Íîðâåãèÿ|69.055758|69.055758|18.540356|18.540356
BDV|BDV|Ìîáà|Ìîáà|Moba|Moba|Ìîáà|Ìîáà|Moba|Moba|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|-7.083889|-7.083889|29.738333|29.738333
BDW|BDW|||Bedford Downs|Bedford Downs|||Bedford Downs|Bedford Downs|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.287500|-17.287500|127.466944|127.466944
BDX|BDX|||Broadus|Broadus|||Broadus|Broadus|ÑØÀ|ÑØÀ|45.433325|45.433325|-105.417213|-105.417213
BDY|BDY|||State|State|||Bandon|Bandon|ÑØÀ|ÑØÀ|43.086472|43.086472|-124.407861|-124.407861
BDZ|BDZ|Áàéíäóíã|Áàéíäóíã|Baindoung|Baindoung|Áàéíäóíã|Áàéíäóíã|Baindoung|Baindoung|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.333|-6.333|146.933|146.933
BEA|BEA|Áåðåéíà|Áåðåéíà|Bereina|Bereina|Áåðåéíà|Áåðåéíà|Bereina|Bereina|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-8.633|-8.633|146.500|146.500
BEB|BEB|||Benbecula|Benbecula|||Benbecula|Benbecula|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|57.481111|57.481111|-7.362778|-7.362778
BEC|BEC|||Beech|Beech|Âè÷èòà|Âè÷èòà|Wichita|Wichita|ÑØÀ|ÑØÀ|37.694475|37.694475|-97.214989|-97.214989
BED|BED|||Hanscom Field|Hanscom Field|||Bedford/Hanscom|Bedford/Hanscom|ÑØÀ|ÑØÀ|42.469953|42.469953|-71.289030|-71.289030
BEE|BEE|||Beagle Bay|Beagle Bay|||Beagle Bay|Beagle Bay|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.016389|-17.016389|122.646111|122.646111
BEF|BEF|Áëóôèëäñ|Áëóôèëäñ|Bluefields|Bluefields|Áëóôèëäñ|Áëóôèëäñ|Bluefields|Bluefields|Íèêàðàãóà|Íèêàðàãóà|11.990961|11.990961|-83.774086|-83.774086
BEG|BEG|||Nikola Tesla|Nikola Tesla|Áåëãðàä|Áåëãðàä|Belgrade|Belgrade|Ñåðáèÿ|Ñåðáèÿ|44.818444|44.818444|20.309139|20.309139
BEH|BEH|||Ross Field|Ross Field|Áåíòîí Õàðáîð|Áåíòîí Õàðáîð|Benton Harbor|Benton Harbor|ÑØÀ|ÑØÀ|42.128583|42.128583|-86.428500|-86.428500
BEI|BEI|Áåéêà|Áåéêà|Beica|Beica|Áåéêà|Áåéêà|Beica|Beica|Ýôèîïèÿ|Ýôèîïèÿ|9.386389|9.386389|34.521944|34.521944
BEJ|BEJ|||Kalimaru|Kalimaru|||Tanjung Redep|Tanjung Redep|Èíäîíåçèÿ|Èíäîíåçèÿ|2.155497|2.155497|117.432256|117.432256
BEK|BEK|||Bareli|Bareli|||Bareli|Bareli|Èíäèÿ|Èíäèÿ|26.217|26.217|81.233|81.233
BEL|BEL|||Val De Cans|Val De Cans|Áåëåì|Áåëåì|Belem|Belem|Áðàçèëèÿ|Áðàçèëèÿ|-1.379250|-1.379250|-48.476292|-48.476292
BEM|BEM|Áîññåìáåëå|Áîññåìáåëå|Bossembele|Bossembele|Áîññåìáåëå|Áîññåìáåëå|Bossembele|Bossembele|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|5.267|5.267|17.633|17.633
BEN|BEN|||Benina Intl|Benina Intl|||Benghazi|Benghazi|Ëèâèÿ|Ëèâèÿ|32.096786|32.096786|20.269472|20.269472
BEO|BEO|||Belmont|Belmont|Íüþêàñë|Íüþêàñë|Newcastle|Newcastle|Àâñòðàëèÿ|Àâñòðàëèÿ|-33.066111|-33.066111|151.646389|151.646389
BEP|BEP|Áåëëàðè|Áåëëàðè|Bellary|Bellary|Áåëëàðè|Áåëëàðè|Bellary|Bellary|Èíäèÿ|Èíäèÿ|15.162783|15.162783|76.882775|76.882775
BEQ|BEQ|||Honington|Honington|||Bury St Edmunds|Bury St Edmunds|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|52.342611|52.342611|0.772939|0.772939
BER|BER|||Berlin Metropolitan Area|Berlin Metropolitan Area|Áåðëèí|Áåðëèí|Berlin|Berlin|Ãåðìàíèÿ|Ãåðìàíèÿ|52.517|52.517|13.400|13.400
BES|BES|||Guipavas|Guipavas|Áðåñò|Áðåñò|Brest|Brest|Ôðàíöèÿ|Ôðàíöèÿ|48.447222|48.447222|-4.421667|-4.421667
BET|BET|||Bethel Airport|Bethel Airport|||Bethel|Bethel|ÑØÀ|ÑØÀ|60.778557|60.778557|-161.837177|-161.837177
BEU|BEU|||Bedourie|Bedourie|||Bedourie|Bedourie|Àâñòðàëèÿ|Àâñòðàëèÿ|-24.346111|-24.346111|139.460278|139.460278
BEV|BEV|||Beer Sheba|Beer Sheba|||Beer Sheba|Beer Sheba|Èçðàèëü|Èçðàèëü|31.287003|31.287003|34.722953|34.722953
BEW|BEW|Áåéðà|Áåéðà|Beira|Beira|Áåéðà|Áåéðà|Beira|Beira|Ìîçàìáèê|Ìîçàìáèê|-19.796419|-19.796419|34.907556|34.907556
BEX|BEX|||RAF Station|RAF Station|||Benson|Benson|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|51.616389|51.616389|-1.095833|-1.095833
BEY|BEY|||Rafic Hariri International Airport|Rafic Hariri International Airport|Áåéðóò|Áåéðóò|Beirut|Beirut|Ëèâàí|Ëèâàí|33.820931|33.820931|35.488389|35.488389
BEZ|BEZ|Áåðó|Áåðó|Beru|Beru|Áåðó|Áåðó|Beru|Beru|Êèðèáàòè|Êèðèáàòè|-1.354722|-1.354722|176.006944|176.006944
BFA|BFA|||Bahia Negra|Bahia Negra|||Bahia Negra|Bahia Negra|Ïàðàãâàé|Ïàðàãâàé|45.165842|45.165842|-84.924114|-84.924114
BFB|BFB|||Blue Fox Bay|Blue Fox Bay|||Blue Fox Bay|Blue Fox Bay|ÑØÀ|ÑØÀ|58.183333333333|58.183333333333|-152.13333333333|-152.13333333333
BFC|BFC|||Bloomfield|Bloomfield|||Bloomfield|Bloomfield|Àâñòðàëèÿ|Àâñòðàëèÿ|-15.873611|-15.873611|145.329722|145.329722
BFD|BFD|||Bradford|Bradford|||Bradford|Bradford|ÑØÀ|ÑØÀ|41.803068|41.803068|-78.640121|-78.640121
BFE|BFE|Áèëèôåëüä|Áèëèôåëüä|Bielefeld|Bielefeld|Áèëåôåëüä|Áèëåôåëüä|Bielefeld|Bielefeld|Ãåðìàíèÿ|Ãåðìàíèÿ|51.964833|51.964833|8.544833|8.544833
BFF|BFF|||Scotts Bluff County|Scotts Bluff County|||Scottsbluff|Scottsbluff|ÑØÀ|ÑØÀ|41.874028|41.874028|-103.595639|-103.595639
BFG|BFG|||Bullfrog Basin|Bullfrog Basin|||Bullfrog Basin|Bullfrog Basin|ÑØÀ|ÑØÀ|37.545824|37.545824|-110.713199|-110.713199
BFH|BFH|||Bacacheri|Bacacheri|Êóðèòèáà|Êóðèòèáà|Curitiba|Curitiba|Áðàçèëèÿ|Áðàçèëèÿ|-25.405|-25.405|-49.231944444444|-49.231944444444
BFI|BFI|||Boeing Field/King County International Airport|Boeing Field/King County International Airport|Ñèýòòë|Ñèýòòë|Seattle|Seattle|ÑØÀ|ÑØÀ|47.530000|47.530000|-122.301972|-122.301972
BFJ|BFJ|Áà|Áà|Ba|Ba|Áà|Áà|Ba|Ba|Ôèäæè|Ôèäæè|-17.550|-17.550|177.667|177.667
BFK|BFK|||Buffalo Municipal Airport|Buffalo Municipal Airport|||Buffalo|Buffalo|ÑØÀ|ÑØÀ|36.863301|36.863301|-99.618731|-99.618731
BFL|BFL|||Meadows Field|Meadows Field|Áåéêåðñôèëä|Áåéêåðñôèëä|Bakersfield|Bakersfield|ÑØÀ|ÑØÀ|35.433861|35.433861|-119.057667|-119.057667
BFM|BFM|||Mob Aerospace|Mob Aerospace|Ìîáàéë|Ìîáàéë|Mobile|Mobile|ÑØÀ|ÑØÀ|30.626778|30.626778|-88.068083|-88.068083
BFO|BFO|||Buffalo Range|Buffalo Range|||Buffalo Range|Buffalo Range|Çèìáàáâå|Çèìáàáâå|-21.008083|-21.008083|31.578550|31.578550
BFP|BFP|||Beaver Falls|Beaver Falls|||Beaver Falls|Beaver Falls|ÑØÀ|ÑØÀ|40.772472|40.772472|-80.391444|-80.391444
BFQ|BFQ|||Bahia Pinas|Bahia Pinas|||Bahia Pinas|Bahia Pinas|Ïàíàìà|Ïàíàìà|7.583|7.583|-78.200|-78.200
BFR|BFR|||Virgil I Grissom Muni|Virgil I Grissom Muni|||Bedford|Bedford|ÑØÀ|ÑØÀ|38.840028|38.840028|-86.445361|-86.445361
BFS|BFS|||Aldergrove International Airport|Aldergrove International Airport|||Belfast|Belfast|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|54.657500|54.657500|-6.215833|-6.215833
BFT|BFT|||County|County|||Beaufort|Beaufort|ÑØÀ|ÑØÀ|32.412166|32.412166|-80.634354|-80.634354
BFU|BFU|Áåíãáó|Áåíãáó|Bengbu|Bengbu|Áåíãáó|Áåíãáó|Bengbu|Bengbu|Êèòàé|Êèòàé|32.847500|32.847500|117.320278|117.320278
BFV|BFV|||Buri Ram|Buri Ram|||Buri Ram|Buri Ram|Òàèëàíä|Òàèëàíä|15.229539|15.229539|103.253231|103.253231
BFW|BFW|||Sidi Belabbes|Sidi Belabbes|||Sidi Belabbes|Sidi Belabbes|Àëæèð|Àëæèð|47.249028|47.249028|-91.415583|-91.415583
BFX|BFX|||Bafoussam|Bafoussam|||Bafoussam|Bafoussam|Êàìåðóí|Êàìåðóí|5.536919|5.536919|10.354583|10.354583
BGA|BGA|||Palo Negro|Palo Negro|||Bucaramanga|Bucaramanga|Êîëóìáèÿ|Êîëóìáèÿ|7.126944|7.126944|-73.185000|-73.185000
BGB|BGB|||Booue|Booue|||Booue|Booue|Ãàáîí|Ãàáîí|-0.100|-0.100|11.950|11.950
BGC|BGC|Áðàãàíñà|Áðàãàíñà|Braganca|Braganca|Áðàãàíñà|Áðàãàíñà|Braganca|Braganca|Ïîðòóãàëèÿ|Ïîðòóãàëèÿ|41.857800|41.857800|-6.707125|-6.707125
BGD|BGD|||Borger|Borger|||Borger|Borger|ÑØÀ|ÑØÀ|35.700894|35.700894|-101.393663|-101.393663
BGE|BGE|||Decatur County|Decatur County|||Bainbridge|Bainbridge|ÑØÀ|ÑØÀ|30.971598|30.971598|-84.636928|-84.636928
BGF|BGF|||Bangui|Bangui|||Bangui|Bangui|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|Öåíòðàëüíîàôðèêàíñêàÿ Ðåñïóáëèêà|4.398475|4.398475|18.518786|18.518786
BGG|BGG|||Bongouanou|Bongouanou|||Bongouanou|Bongouanou|Êîò ä&#039;Èâóàð|Êîò ä&#039;Èâóàð|6.650|6.650|-4.200|-4.200
